[26/Feb/2017:17:11:06 +0000] 127.0.0.1 "GET /comm/clear.cache.gif HTTP/1.1" 304 (3 ms)
[26/Feb/2017:17:11:06 +0000] 127.0.0.1 "GET /uploadedphotos/photos/org/youtube HTTP/1.1" 200 (609 ms)
[26/Feb/2017:17:11:06 +0000] 127.0.0.1 "GET /uploadedphotos/photos/org/home HTTP/1.1" 200 (1865 ms)
[26/Feb/2017:17:11:06 +0000] 127.0.0.1 "GET /uploadedphotos/photos/org/aboutus HTTP/1.1" 200 (260 ms)
[26/Feb/2017:17:11:07 +0000] 127.0.0.1 "GET /uploadedphotos/photos/org/pastordesk HTTP/1.1" 200 (1982 ms)
[26/Feb/2017:17:11:07 +0000] 127.0.0.1 "GET /uploadedphotos/photos/org/aboutpastor HTTP/1.1" 200 (2076 ms)
[26/Feb/2017:17:11:07 +0000] 127.0.0.1 "GET /images/app/favicon.ico HTTP/1.1" 200 (6 ms)
[26/Feb/2017:17:11:07 +0000] 127.0.0.1 "GET /images/app/favicon.ico HTTP/1.1" 200 (2 ms)
[26/Feb/2017:17:11:08 +0000] 127.0.0.1 "GET /images/app/icons.gif HTTP/1.1" 304 (3 ms)
[26/Feb/2017:17:11:12 +0000] 127.0.0.1 "POST /comm/cgservice HTTP/1.1" 200 (34 ms)
[26/Feb/2017:17:11:21 +0000] 127.0.0.1 "POST /comm/cgservice HTTP/1.1" 200 (49 ms)
[26/Feb/2017:17:11:35 +0000] 127.0.0.1 "POST /comm/cgservice HTTP/1.1" 200 (45 ms)
[26/Feb/2017:17:11:39 +0000] 127.0.0.1 "POST /comm/cgservice HTTP/1.1" 200 (28 ms)
[26/Feb/2017:17:11:41 +0000] 127.0.0.1 "GET /images/app/button-add.png HTTP/1.1" 200 (13 ms)
[26/Feb/2017:17:11:41 +0000] 127.0.0.1 "POST /comm/cgservice HTTP/1.1" 200 (77 ms)
[26/Feb/2017:17:11:42 +0000] 127.0.0.1 "POST /comm/cgservice HTTP/1.1" 200 (43 ms)
[26/Feb/2017:17:11:44 +0000] 127.0.0.1 "POST /comm/cgservice HTTP/1.1" 200 (39 ms)
[26/Feb/2017:17:11:46 +0000] 127.0.0.1 "POST /comm/cgservice HTTP/1.1" 200 (31 ms)
[26/Feb/2017:17:11:51 +0000] 127.0.0.1 "POST /comm/cgservice HTTP/1.1" 200 (77 ms)
